ObjectID,Status,Score,X,Y,USER_Ward,USER_Precinct,USER_Location2,USER_Location3,Match_addr,USER_City,USER_State,USER_ZipCode,USER_Voting_Roo,USER_HP_Entrance
104,M,97.14,-71.0889299999999,42.3438150000001,10,4,ROBERT AND THERESA PARKS COMMUNITY BUILDING,,"02115, Boston, Massachusetts",BOSTON,MA,02115,VOTE IN COMMUNITY ROOM ON FIRST FLOOR,VOTER ENTRANCE 2 NEW WHITNEY STREET
105,M,99.68,-71.0981411817941,42.3322273242903,10,5,TOBIN MUNICIPAL BUILDING ,1481 TREMONT STREET,"1481 Tremont Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02120,VOTE IN DOWNSTAIRS COMMUNITY ROOM,VOTER ENTRANCE RIGHT SIDE OF BUILDING
106,M,99.64,-71.1058399598607,42.3217939922222,10,6,JOHN F KENNEDY ELEMENTARY SCHOOL ,7 BOLSTER STREET,"7 Bolster Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE ON AUDITORIUM STAGE,VOTER ENTRANCE WYMAN STREET
107,M,99.12,-71.0986509691452,42.3339807346156,10,1,MISSION MAIN COMMUNITY CENTER ,43 SMITH STREET,"43 Smith Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,
108,M,99.12,-71.0986509691452,42.3339807346156,10,2,MISSION MAIN COMMUNITY CENTER ,43 SMITH STREET,"43 Smith Street, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,
109,M,99.67,-71.101839193656,42.3239293239656,10,7,JULIA MARTIN HOUSE , 90 BICKFORD STREET,"90 Bickford Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN COMMUNITY ROOM,
110,M,100,-71.0945717483268,42.3308457770994,11,1,ROXBURY COMMUNITY COLLEGE , 1234 COLUMBUS AVENUE,"1234 Columbus Avenue, Bldg 1, Roxbury Crossing, Massachusetts, 02120",BOSTON,MA,02120,VOTE IN STUDENT LOUNGE 103,VOTER ENTRANCE CORNER OF CEDAR STREET AND COLUMBUS AVENUE BUILDING 4 1ST FLOOR LOBBY
111,M,99.66,-71.1129512503338,42.3185173386329,10,9,CURLEY K8 (FORMERLY KNOWN AS MARY E CURLEY SCHOOL),493 CENTRE STREET,"493 Centre Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN CAFETERIA,VOTER ENTRANCE THROUGH DRIVEWAY ON PERSHING ROAD
112,M,99.74,-71.1104211728603,42.3293273115202,10,8,BACK OF THE HILL APARTMENTS ,100 SOUTH HUNTINGTON AVENUE,"100 South Huntington Avenue, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN COMMUNITY ROOM,
113,M,99.71,-71.0901651303704,42.3224424162518,11,2,SHELBURNE CENTER ,2730 WASHINGTON STREET,"2730 Washington Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,
114,M,99.66,-71.0863101254619,42.3209570172806,11,3,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY
115,M,99.64,-71.1002012021375,42.3190973244231,11,4,WORD OF LIFE TABERNACLE CHURCH ,120 AMORY STREET,"120 Amory Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN BISHOP SAMUEL A DARDEN HALL,VOTER ENTRANCE LEFT SIDE OF BUILDING FROM BRAGDON STREET
116,M,100,-71.097201235172,42.3153373283871,11,5,WALNUT PARK APARTMENTS ,1990 COLUMBUS AVENUE,"1990 Columbus Avenue, #5, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,
117,M,99.67,-71.1096011712726,42.3060173226083,11,7,BOSTON ENGLISH HIGH SCHOOL ,144 MCBRIDE STREET,"144 McBride Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE ON AUDITORIUM STAGE,VOTER ENTRANCE WILLIAMS STREET SIDE DOOR
118,M,99.67,-71.1096011712726,42.3060173226083,11,8,BOSTON ENGLISH HIGH SCHOOL ,144 MCBRIDE STREET,"144 McBride Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE ON AUDITORIUM STAGE,VOTER ENTRANCE WILLIAMS STREET SIDE DOOR
119,M,99.66,-71.0838011703844,42.32680733424,12,1,BOYS AND GIRLS CLUB OF BOSTON  YAWKEY CLUB OF ROXBURY,115 WARREN STREET,"115 Warren Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN WHITLOCK PERFORMING ARTS CENTER,
120,M,99.57,-71.1142911813754,42.3072773322031,11,9,MARGARITA MUNIZ ACADEMY (FORMERLY LOUIS AGASSIZ ELEMENTARY SCHOOL),20 CHILD ST,"20 Child Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO THE RIGHT OF MAIN ENTRANCE
121,M,99.71,-71.1036611679493,42.310827319655,11,6,BROOKSIDE FAMILY LIFE CENTER ,3297 WASHINGTON STREET,"3297 Washington Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN COMMUNITY ROOM,
122,M,99.17,-71.1142911813754,42.3072773322031,11,10,MARGARITA MUNIZ ACADEMY (FORMERLY LOUIS AGASSIZ ELEMENTARY SCHOOL),20 CHILD ST,"20 Child Street, Jamaica Plain, Massachusetts, 02130",BOSTON,MA,02130,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO THE RIGHT OF MAIN ENTRANCE
123,M,99.66,-71.0838011703844,42.32680733424,12,4,BOYS AND GIRLS CLUB OF BOSTON  YAWKEY CLUB OF ROXBURY,115 WARREN STREET,"115 Warren Street, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN WHITLOCK PERFORMING ARTS CENTER,
124,M,99.66,-71.0863101254619,42.3209570172806,12,3,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY
125,M,99.67,-71.089021168225,42.3080773429517,12,7,HOLGATE APARTMENTS ,129 ELM HILL AVENUE,"129 Elm Hill Avenue, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN LOUNGE,
126,M,99.68,-71.0787811647536,42.3151263558842,12,6,REVEREND DR MICHAEL E HAYNES EARLY EDUCATION CENTER ,263 BLUE HILL AVENUE,"263 Blue Hill Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN CAFETERIA,
127,M,100,-71.0833111643248,42.3187773452694,12,2,DR MARTIN LUTHER KING JR TOWERS ,280 MARTIN L KING BOULEVARD,"280 Martin Luther King Jr Boulevard, #2, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,
128,M,99.66,-71.0863101254619,42.3209570172806,12,8,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY
129,M,99.66,-71.0863101254619,42.3209570172806,12,9,HIGGINSON/LEWIS K8 SCHOOL ,131 WALNUT AVENUE,"131 Walnut Avenue, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR AT THE CORNER OF HUMBOLDT AVENUE AND WALNUT AVENUE ACROSS THE STREET FROM THE ELIOT CHURCH OF ROXBURY
130,M,100,-71.0833111643248,42.3187773452694,12,5,DR MARTIN LUTHER KING JR TOWERS ,280 MARTIN L KING BOULEVARD,"280 Martin Luther King Jr Boulevard, #5, Roxbury, Massachusetts, 02119",BOSTON,MA,02119,VOTE IN COMMUNITY ROOM,
131,M,99.68,-71.0756272222268,42.3182113153479,13,1,JOHN WINTHROP ELEMENTARY SCHOOL ,35 BROOKFORD STREET,"35 Brookford Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN JOSEPH JOYCE AUDITORIUM,VOTER ENTRANCE RIGHT SIDE OF BUILDING FROM DANUBE STREET
132,M,99.71,-71.0451308409894,42.3191000485416,13,3,CORCORAN MULLINS JENNISON COMMUNITY BUILDING , 270 MOUNT VERNON STREET,"270 Mount Vernon Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,,VOTE IN PORTLAND HALL 2ND FLOOR
133,M,99.68,-71.0756272222268,42.3182113153479,13,2,JOHN WINTHROP ELEMENTARY SCHOOL ,35 BROOKFORD STREET,"35 Brookford Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN JOSEPH JOYCE AUDITORIUM,VOTER ENTRANCE RIGHT SIDE OF BUILDING FROM DANUBE STREET
134,M,99.66,-71.0754073649065,42.3090656531551,13,4,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL
135,M,99.68,-71.0613392624358,42.3177877777805,13,6,ANNAPOLIS APARTMENTS ,8A ANNAPOLIS STREET,"8A Annapolis Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM VOTER ENTRANCE ANNAPOLIS COURT YARD,HP ENTRANCE REAR OF BUILDING
136,M,99.7,-71.0570411901255,42.3193873382729,13,7,CATHERINE F CLARK APARTMENTS ,915 DORCHESTER AVENUE,"915 Dorchester Avenue, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,
137,M,99.7,-71.0570411901255,42.3193873382729,13,8,CATHERINE F CLARK APARTMENTS ,915 DORCHESTER AVENUE,"915 Dorchester Avenue, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,
138,M,100,-71.0671712230272,42.3152673394956,13,5,UPHAMS CROSSING ,530 COLUMBIA ROAD,"530 Columbia Road, #5, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN MEETING ROOM,VOTERS ENTER FROM DOOR AT THE CORNER OF DAVERNS AVENUE AND COLUMBIA ROAD
139,M,99.67,-71.0597703377995,42.3136962774739,13,9,EDWARD EVERETT ELEMENTARY SCHOOL ,71 PLEASANT STREET,"71 Pleasant Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN ART ROOM ON MAIN FLOOR,VOTER ENTRANCE FROM LEFT SIDE SCHOOL YARD
140,M,99.67,-71.0802122070828,42.2969753026483,14,2,SARAH GREENWOOD SCHOOL ,186 GLENWAY STREET,"186 Glenway Street, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN ART ROOM,VOTER ENTRANCE REAR SCHOOL YARD
141,M,99.66,-71.0754073649065,42.3090656531551,14,1,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL
142,M,99.39,-71.054041139341,42.3121473436766,13,10,CRISTO REY BOSTON HIGH SCHOOL ,100 SAVIN HILL AVENUE,"100 Savin Hill Avenue, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN LIBRARY,HP ENTRANCE RAMP RIGHT SIDE OF BUILDING
143,M,99.67,-71.08684095139,42.28212961102,14,5,PAULINE AGASSIZ SHAW SCHOOL ,429 NORFOLK STREET,"429 Norfolk Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN LARGE CAFETERIA,VOTER ENTRANCE REAR DOOR ON MORTON STREET
144,M,99.66,-71.0754073649065,42.3090656531551,14,3,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL
145,M,99.66,-71.0754073649065,42.3090656531551,14,4,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL
146,M,99.66,-71.0805183980058,42.2920337516312,14,7,JOSEPH LEE SCHOOL ,155 TALBOT AVENUE,"155 Talbot Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN AUDITORIUM,
147,M,99.64,-71.086281207896,42.2941272995873,14,9,BOYS & GIRLS CLUB ,15 TALBOT AVENUE,"15 Talbot Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN LOBBY,
148,M,99.29,-71.0827675979039,42.2902154234658,14,10,FRANKLIN FIELD ELDERLY COMMUNITY ROOM ,100 AMES STREET,"100 Ames Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN TENANTS ASSOCIATION MEETING ROOM,
149,M,97.48,-71.0853813267711,42.3013057710143,14,6,ENDICOTT SCHOOL   (FORMERLY KNOWN AS JOHN MARSHALL ELEMENTARY SCHOOL) ,2 MCCLELLAN STREET,"2 McLellan Street, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN BASEMENT HALLWAY,HP ENTRANCE RAMP REAR PARKING LOT
150,M,99.69,-71.0924253105616,42.2822898310992,14,8,MORNING STAR BAPTIST CHURCH ,1257 BLUE HILL AVENUE,"1257 Blue Hill Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN FELLOWSHIP HALL,
151,M,99.39,-71.0924253105616,42.2822898310992,14,11,MORNING STAR BAPTIST CHURCH ,1257 BLUE HILL AVENUE,"1257 Blue Hill Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN CLASSROOM,
152,M,99.39,-71.0924253105616,42.2822898310992,14,14,MORNING STAR BAPTIST CHURCH ,1257 BLUE HILL AVENUE,"1257 Blue Hill Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN FELLOWSHIP HALL,
153,M,98.85,-71.0861112228996,42.2825773303782,14,12,METROPOLITAN BAPTIST CHURCH ,393 NORFOLK STREET,"393 Norfolk Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02126,VOTE IN WOMACK HALL,VOTER ENTRANCE LEFT SIDE OF THE BUILDING FROM MIDDLETON STREET HP ENTRANCE USE MAIN ENTRANCE ON NORFOLK STREET
154,M,98.85,-71.0861112228996,42.2825773303782,14,13,METROPOLITAN BAPTIST CHURCH ,393 NORFOLK STREET,"393 Norfolk Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02126,VOTE IN WOMACK HALL,VOTER ENTRANCE LEFT SIDE OF THE BUILDING FROM MIDDLETON STREET HP ENTRANCE USE MAIN ENTRANCE ON NORFOLK STREET
155,M,99.63,-71.0616173739832,42.3077941184434,15,2,FIRE STATION ,7 PARISH STREET,"7 Parish Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,,
156,M,99.67,-71.0650724782911,42.3084398183545,15,4,PASCIUCCO APARTMENTS ,330 BOWDOIN STREET,"330 Bowdoin Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN COMMUNITY ROOM,
157,M,99.63,-71.0616173739832,42.3077941184434,15,3,FIRE STATION ,7 PARISH STREET,"7 Parish Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,,
158,M,99.66,-71.0754073649065,42.3090656531551,15,1,LILLA G FREDERICK PILOT MIDDLE SCHOOL ,270 COLUMBIA ROAD,"270 Columbia Road, Dorchester, Massachusetts, 02121",BOSTON,MA,02121,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL
159,M,99.68,-71.056311210178,42.3100673324941,15,6,SAVIN HILL APARTMENTS ,130 AUCKLAND STREET,"130 Auckland Street, Dorchester, Massachusetts, 02125",BOSTON,MA,02125,VOTE IN COMMUNITY ROOM,VOTER ENTRANCE DEWAR STREET HP ENTRANCE MAIN ENTRANCE
160,M,99.63,-71.0711802873161,42.2997852099593,15,5,UP ACADEMY OF DORCHESTER  (FORMERLY JOHN MARSHALL ELEMENTARY SCHOOL) ,35 WESTVILLE ST,"35 Westville Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO LEFT OF MAIN ENTRANCE
161,M,99.66,-71.0635411884,42.2999373415019,15,8,VIET AID COMMUNITY CENTER ,42 CHARLES STREET,"42 Charles Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN COMMUNITY ROOM,
162,M,99.66,-71.0635411884,42.2999373415019,15,7,VIET AID COMMUNITY CENTER ,42 CHARLES STREET,"42 Charles Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN COMMUNITY ROOM,
163,M,99.71,-71.0594502329172,42.304447350234,15,9,DORCHESTER HOUSE ,1353 DORCHESTER AVENUE,"1353 Dorchester Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN CAFETERIA,
164,M,99.64,-71.0492050326658,42.29422142836,16,2,RICHARD J MURPHY SCHOOL ,1 WORRELL STREET,"1 Worrell Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN CAFETERIA,VOTER ENTRANCE RIGHT SIDE OF BUILDING  COMMUNITY CENTER
165,M,99.33,-71.0643103118354,42.2922545309608,16,3,SAINT MARK’S SCHOOL HALL , 197 A CENTRE STREET,"197 Centre Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN AUDITORIUM,VOTER ENTRANCE FROM PARKING LOT ON SAMOSET STREET
166,M,99.64,-71.0492050326658,42.29422142836,16,5,RICHARD J MURPHY SCHOOL ,1 WORRELL STREET,"1 Worrell Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN CAFETERIA,VOTER ENTRANCE RIGHT SIDE OF BUILDING  COMMUNITY CENTER
167,M,99.2,-71.062221206288,42.2939753775922,16,1,DR WILLIAM W HENDERSON INCLUSION ELEMENTARY SCHOOL (FORMERLY PATRICK O'HEARN SCHOOL) ,1669 DORCHESTER AVENUE,"1669 Dorchester Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02124,VOTE IN AUDITORIUM,HP ENTRANCE LEFT SIDE OF BUILDING
168,M,99.68,-71.0493002510859,42.2908161544664,16,7,SAINT JOHN PAUL II CATHOLIC ACADEMY NEPONSET CAMPUS (FORMERLY KNOWN AS SAINT ANN'S SCHOOL),239 NEPONSET AVENUE,"239 Neponset Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL THROUGH PLAYGROUND
169,M,99.2,-71.062221206288,42.2939753775922,16,4,DR WILLIAM W HENDERSON INCLUSION ELEMENTARY SCHOOL (FORMERLY PATRICK O'HEARN SCHOOL) ,1669 DORCHESTER AVENUE,"1669 Dorchester Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02124,VOTE IN AUDITORIUM,HP ENTRANCE LEFT SIDE OF BUILDING
170,M,99.64,-71.0544506791301,42.2863790263824,16,8,ADAMS STREET BRANCH LIBRARY ,690 ADAMS STREET,"690 Adams Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN PATRICIA O'NEILL COMMUNITY ROOM,
171,M,99.33,-71.0643103118354,42.2922545309608,16,6,SAINT MARK’S SCHOOL HALL , 197 A CENTRE STREET,"197 Centre Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN AUDITORIUM,VOTER ENTRANCE FROM PARKING LOT ON SAMOSET STREET
172,M,99.64,-71.0544506791301,42.2863790263824,16,9,ADAMS STREET BRANCH LIBRARY ,690 ADAMS STREET,"690 Adams Street, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN PATRICIA O'NEILL COMMUNITY ROOM,
173,M,99.31,-71.0476598288155,42.2823935990606,16,11,FLORIAN HALL,55 HALLET STREET,"55 Hallet Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN BANQUET HALL,
174,M,99.38,-71.0493002510859,42.2908161544664,16,10,SAINT JOHN PAUL II CATHOLIC ACADEMY NEPONSET CAMPUS (FORMERLY KNOWN AS SAINT ANN'S SCHOOL),239 NEPONSET AVENUE,"239 Neponset Avenue, Dorchester, Massachusetts, 02122",BOSTON,MA,02122,VOTE IN GYMNASIUM,VOTER ENTRANCE LEFT SIDE OF SCHOOL THROUGH PLAYGROUND
175,M,99.31,-71.0476598288155,42.2823935990606,16,12,FLORIAN HALL,55 HALLET STREET,"55 Hallet Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN BANQUET HALL,
176,M,99.7,-71.071861149311,42.2958873316161,17,1,CODMAN SQUARE TECH CENTER, 450 WASHINGTON STREET,"450 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN COMMUNITY ROOM,
177,M,99.68,-71.0711802873161,42.2997852099593,17,2,UP ACADEMY OF DORCHESTER (FORMERLY JOHN MARSHALL ELEMENTARY SCHOOL),35 WESTVILLE STREET,"35 Westville Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN GYMNASIUM,VOTER ENTRANCE GYMNASIUM DOOR TO LEFT OF MAIN ENTRANCE
178,M,99.7,-71.071861149311,42.2958873316161,17,3,CODMAN SQUARE TECH CENTER, 450 WASHINGTON STREET,"450 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN COMMUNITY ROOM,
179,M,99.7,-71.0708675585086,42.2876550873218,17,5,CODMAN SQUARE BRANCH LIBRARY ,690 WASHINGTON STREET,"690 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,
180,M,99.64,-71.0911992895842,42.2760638791491,17,7,MILDRED AVE SCHOOL,5 MILDRED AVENUE,"5 Mildred Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN GYMNASIUM, VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE
181,M,99.68,-71.0695705428112,42.2812703821255,17,4,HENDERSON UPPER (FORMERLY KNOWN AS WOODROW WILSON MIDDLE SCHOOL) ,18 CROFTLAND AVENUE,"18 Croftland Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN ROOM 116,VOTER ENTRANCE TO THE RIGHT OF MAIN ENTRANCE
182,M,99.7,-71.0708675585086,42.2876550873218,17,6,CODMAN SQUARE BRANCH LIBRARY ,690 WASHINGTON STREET,"690 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,
183,M,99.7,-71.0708675585086,42.2876550873218,17,8,CODMAN SQUARE BRANCH LIBRARY ,690 WASHINGTON STREET,"690 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,
184,M,99.31,-71.0911992895842,42.2760638791491,17,10,MILDRED AVE SCHOOL,5 MILDRED AVENUE,"5 Mildred Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN GYMNASIUM, VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE
185,M,99.7,-71.0709512099023,42.2842573152316,17,9,CODMAN SQUARE APARTMENTS ,784 WASHINGTON STREET,"784 Washington Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN COMMUNITY ROOM,
186,M,99.35,-71.0685429214819,42.273623529949,17,13,LOWER MILLS LIBRARY ,27 RICHMOND STREET,"27 Richmond Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,
187,M,99.35,-71.0776549685394,42.2774789171139,17,12,CHARLES H TAYLOR ELEMENTARY SCHOOL ,1060 MORTON STREET,"1060 Morton St, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN ROOM 002,VOTER ENTRANCE REAR SCHOOL YARD
188,M,99.35,-71.0685429214819,42.273623529949,17,14,LOWER MILLS LIBRARY ,27 RICHMOND STREET,"27 Richmond Street, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN MEETING ROOM,
189,M,99.64,-71.0911992895842,42.2760638791491,18,2,MILDRED AVE SCHOOL,5 MILDRED AVENUE,"5 Mildred Avenue, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN GYMNASIUM,VOTER ENTRANCE DOOR B & C TO THE LEFT OF MAIN ENTRANCE
190,M,99.66,-71.1039113677591,42.2758436865526,18,3,MATTAHUNT ELEMENTARY SCHOOL ,100 HEBRON STREET,"100 Hebron Street, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN SMALL GYMNASIUM,
191,M,99.38,-71.0695705428112,42.2812703821255,17,11,HENDERSON UPPER (FORMERLY KNOWN AS WOODROW WILSON MIDDLE SCHOOL) ,18 CROFTLAND AVENUE,"18 Croftland Avenue, Dorchester Center, Massachusetts, 02124",BOSTON,MA,02124,VOTE IN ROOM 116,VOTER ENTRANCE TO THE RIGHT OF MAIN ENTRANCE
192,M,99.73,-71.0798188103226,42.272593121656,18,1,GROVELAND COMMUNITY ROOM,15 MARY MOORE BEATTY CIRCLE,"15 Mary Moore Beatty Cir, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN COMMUNITY ROOM,
193,M,99.73,-71.0798188103226,42.272593121656,18,4,GROVELAND COMMUNITY ROOM  VOTER ENTRANCE,15 MARY MOORE BEATTY CIRCLE,"15 Mary Moore Beatty Cir, Mattapan, Massachusetts, 02126",BOSTON,MA,02126,VOTE IN COMMUNITY ROOM,
194,M,99.68,-71.1177411727224,42.2854173287216,18,7,JOHN D PHILBRICK ELEMENTARY  SCHOOL ,40 PHILBRICK STREET,"40 Philbrick Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN CAFETERIA,VOTER ENTRANCE REAR DOOR THROUGH SCHOOL YARD
195,M,99.66,-71.1270512040365,42.2748073061345,18,9,GEORGE H CONLEY ELEMENTARY  SCHOOL ,450 POPLAR STREET,"450 Poplar Street, Roslindale, Massachusetts, 02131",BOSTON,MA,02131,VOTE IN HALLWAY & CAFETERIA,HP ENTRANCE THROUGH SCHOOL YARD RIGHT SIDE DOOR
196,M,99.17,-71.1047826665942,42.2672646410145,18,6,JAMES J CHITTICK ELEMENTARY SCHOOL ,154 RUSKINDALE ROAD,"154 Ruskindale Road, Hyde Park, Massachusetts, 02136",BOSTON,MA,02126,VOTE IN AUDITORIUM,VOTER ENTRANCE ROSEBERY ROAD
